crop	region	year	mean_phylogenetic_distance	max_T	min_T	mean_T	prt	SR/Abundance	AB_100	AB_75	SR_100	SR_75			
cucurbita_maxima	Sefro	2018	 96.40 	36.82	18.7	27.76	1.8	FAP1-Control2	-2	-1	0	0			
cucurbita_maxima	Sefro	2018	 96.40 	36.82	18.7	27.76	1.8	FAP1-Control3	-2	-1	-2	-1			
cucurbita_maxima	Sefro	2018	 96.40 	36.82	18.7	27.76	1.8	FAP2-Control1	6	2	1	0			
cucurbita_maxima	Sefro	2018	 96.40 	36.82	18.7	27.76	1.8	FAP2-Control2	9	1	2	0			
cucurbita_maxima	Sefro	2018	 96.40 	36.82	18.7	27.76	1.8	FAP2-Control3	8	1	0	0			
cucurbita_maxima	Sefro	2018	 96.40 	36.82	18.7	27.76	1.8	FAP3-Control1	1	0	0	0			
cucurbita_maxima	Sefro	2018	 96.40 	36.82	18.7	27.76	1.8	FAP3-Control2	3	-1	1	0			
cucurbita_maxima	Sefro	2018	 96.40 	36.82	18.7	27.76	1.8	FAP3-Control3	3	0	-1	0			
cucurbita_maxima	Sefro	2018	 96.40 	36.82	18.7	27.76	1.8	FAP4-Control1	10	7	2	2			
cucurbita_maxima	Sefro	2018	 96.40 	36.82	18.7	27.76	1.8	FAP4-Control2	13	6	3	2			
cucurbita_maxima	Sefro	2018	 96.40 	36.82	18.7	27.76	1.8	FAP4-Control3	12	7	1	1			
cucurbita_maxima	Sefro	2018	 96.40 	36.82	18.7	27.76	1.8	FAP5-Control1	2	0	0	0			
cucurbita_maxima	Sefro	2018	 96.40 	36.82	18.7	27.76	1.8	FAP5-Control2	4	-1	1	0			
cucurbita_maxima	Sefro	2018	 96.40 	36.82	18.7	27.76	1.8	FAP5-Control3	4	0	0	0			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP1-Control1	0	-2	1	0			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP1-Control2	6	3	2	1			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP1-Control3	-1	-1	0	-1			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP2-Control1	7	-4	1	-1			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP2-Control2	13	1	2	0			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP2-Control3	6	-3	0	-2			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP3-Control1	15	2	2	0			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP3-Control2	21	6	3	1			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP3-Control3	14	2	1	-1			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP4-Control1	-3	-2	0	0			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP4-Control2	3	2	1	1			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP4-Control3	-4	-2	-2	-1			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP5-Control1	18	-3	2	0			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP5-Control2	24	1	3	1			
cucurbita_maxima	Sefro	2019	 96.40 	32.42	16.96	24.69	4.2	FAP5-Control3	17	-2	1	-1			
Cucurbita_pepo	Sefro	2018	 84.50 	36.82	18.7	27.76	1.8	FAP2-Control1	18	5	1	0			
Cucurbita_pepo	Sefro	2018	 84.50 	36.82	18.7	27.76	1.8	FAP2-Control2	15	3	-1	-1			
Cucurbita_pepo	Sefro	2018	 84.50 	36.82	18.7	27.76	1.8	FAP2-Control3	11	0	-1	-1			
Cucurbita_pepo	Sefro	2018	 84.50 	36.82	18.7	27.76	1.8	FAP3-Control1	13	8	2	1			
Cucurbita_pepo	Sefro	2018	 84.50 	36.82	18.7	27.76	1.8	FAP3-Control2	10	6	1	0			
Cucurbita_pepo	Sefro	2018	 84.50 	36.82	18.7	27.76	1.8	FAP3-Control3	6	3	0	0			
Cucurbita_pepo	Sefro	2018	 84.50 	36.82	18.7	27.76	1.8	FAP4-Control1	6	0	1	0			
Cucurbita_pepo	Sefro	2018	 84.50 	36.82	18.7	27.76	1.8	FAP4-Control2	3	-2	0	-1			
Cucurbita_pepo	Sefro	2018	 84.50 	36.82	18.7	27.76	1.8	FAP4-Control3	-2	-6	0	-1			
Cucurbita_pepo	Sefro	2018	 84.50 	36.82	18.7	27.76	1.8	FAP5-Control1	3	1	1	1			
Cucurbita_pepo	Sefro	2018	 84.50 	36.82	18.7	27.76	1.8	FAP5-Control2	0	-2	0	-1			
Cucurbita_pepo	Sefro	2018	 84.50 	36.82	18.7	27.76	1.8	FAP5-Control3	-5	-5	0	-1			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP1-Control1	-1	-1	1	0			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP1-Control2	-5	-3	2	1			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP1-Control3	9	3	2	1			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP2-Control1	-10	-7	-2	-2			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP2-Control2	-15	-9	-1	-1			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP2-Control3	0	-3	-1	0			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP3-Control1	2	4	0	0			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP3-Control2	-2	3	1	1			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP3-Control3	12	9	1	1			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP4-Control1	-11	-6	-1	-1			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP4-Control2	-15	-7	-1	0			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP4-Control3	-1	-1	0	0			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP5-Control1	24	8	2	-1			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP5-Control2	20	7	2	0			
Cucurbita_pepo	Sefro	2019	 84.50 	32.42	16.96	24.69	4.2	FAP5-Control3	34	13	3	1			
malus_domestica	Sefro	2018	 106.00 	24.2	10.48	17.34	25	FAP1-Control1	3	2	1	1			
malus_domestica	Sefro	2018	 106.00 	24.2	10.48	17.34	25	FAP1-Control2	2	2	1	1			
malus_domestica	Sefro	2018	 106.00 	24.2	10.48	17.34	25	FAP2-Control1	1	1	0	0			
malus_domestica	Sefro	2018	 106.00 	24.2	10.48	17.34	25	FAP2-Control2	1	1	0	0			
malus_domestica	Sefro	2019	 111.50 	19.9	7.1	13.5	27.8	FAP1-Control1	4	1	2	1			
malus_domestica	Sefro	2019	 111.50 	19.9	7.1	13.5	27.8	FAP1-Control2	2	-1	2	0			
malus_domestica	Sefro	2019	 111.50 	19.9	7.1	13.5	27.8	FAP2-Control1	0	0	0	0			
malus_domestica	Sefro	2019	 111.50 	19.9	7.1	13.5	27.8	FAP2-Control2	-1	-2	0	0			
Vicia_faba	Settat	2018	 69.64 	20.94	6.22	13.58	54.2	FAP1-Control1	2	-3	0	-2			
Vicia_faba	Settat	2018	 69.64 	20.94	6.22	13.58	54.2	FAP1-Control2	2	1	0	0			
Vicia_faba	Settat	2018	 69.64 	20.94	6.22	13.58	54.2	FAP1-Control3	-17	-13	1	-1			
Vicia_faba	Settat	2018	 69.64 	20.94	6.22	13.58	54.2	FAP2-Control1	3	-2	2	1			
Vicia_faba	Settat	2018	 69.64 	20.94	6.22	13.58	54.2	FAP2-Control2	4	2	2	2			
Vicia_faba	Settat	2018	 69.64 	20.94	6.22	13.58	54.2	FAP2-Control3	-15	-12	3	2			
Vicia_faba	Settat	2018	 69.64 	20.94	6.22	13.58	54.2	FAP3-Control1	0	-3	0	-1			
Vicia_faba	Settat	2018	 69.64 	20.94	6.22	13.58	54.2	FAP3-Control2	1	1	0	1			
Vicia_faba	Settat	2018	 69.64 	20.94	6.22	13.58	54.2	FAP3-Control3	-19	-13	1	0			
Vicia_faba	Settat	2018	 69.64 	20.94	6.22	13.58	54.2	FAP4-Control1	1	-2	0	0			
Vicia_faba	Settat	2018	 69.64 	20.94	6.22	13.58	54.2	FAP4-Control2	2	2	0	1			
Vicia_faba	Settat	2018	 69.64 	20.94	6.22	13.58	54.2	FAP4-Control3	-17	-12	1	1			
cucurbita_maxima	Settat	2018	114.25	34.08	16.34	25.21	0.8	FAP1-Control1	6	2	2	1			
cucurbita_maxima	Settat	2018	114.25	34.08	16.34	25.21	0.8	FAP1-Control2	7	3	2	1			
cucurbita_maxima	Settat	2018	114.25	34.08	16.34	25.21	0.8	FAP2-Control1	5	4	1	1			
cucurbita_maxima	Settat	2018	114.25	34.08	16.34	25.21	0.8	FAP2-Control2	6	5	1	1			
cucurbita_maxima	Settat	2018	114.25	34.08	16.34	25.21	0.8	FAP3-Control1	4	4	1	1			
cucurbita_maxima	Settat	2018	114.25	34.08	16.34	25.21	0.8	FAP3-Control2	5	5	1	1			
cucurbita_maxima	Settat	2018	114.25	34.08	16.34	25.21	0.8	FAP4-Control1	4	3	1	1			
cucurbita_maxima	Settat	2018	114.25	34.08	16.34	25.21	0.8	FAP4-Control2	5	4	1	1			
cucurbita_maxima	Settat	2018	114.25	34.08	16.34	25.21	0.8	FAP5-Control1	2	1	1	0			
cucurbita_maxima	Settat	2018	114.25	34.08	16.34	25.21	0.8	FAP5-Control2	3	2	1	0			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP1-Control1	17	9	3	3			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP1-Control2	13	6	2	2			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP1-Control3	19	10	3	3			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP2-Control1	18	7	4	1			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP2-Control2	14	4	3	0			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP2-Control3	20	8	5	1			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP3-Control1	18	6	4	2			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP3-Control2	13	4	3	2			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP3-Control3	19	7	5	3			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP4-Control1	10	3	1	1			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP4-Control2	5	0	0	0			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP4-Control3	11	4	2	1			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP5-Control1	9	4	2	1			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP5-Control2	5	2	1	0			
cucurbita_maxima	Settat	2019	 94.00 	34.08	16.34	25.21	0.8	FAP5-Control3	10	5	3	2			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP1-Control1	2	0	1	0			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP1-Control2	3	1	1	0			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP1-Control3	3	1	1	0			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP2-Control1	5	0	1	0			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP2-Control2	6	1	1	0			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP2-Control3	7	2	1	0			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP3-Control1	5	0	1	1			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP3-Control2	6	1	2	1			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP3-Control3	7	2	1	1			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP4-Control1	13	1	2	0			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP4-Control2	15	2	2	0			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP4-Control3	15	2	2	0			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP5-Control1	26	1	4	1			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP5-Control2	27	2	5	1			
Cucurbita_pepo	Settat	2018	 117.00 	28.72	13.56	21.14	31.8	FAP5-Control3	28	2	4	1			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP1-Control1	2	-1	1	0			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP1-Control2	-1	-2	1	0			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP1-Control3	3	1	1	0			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP2-Control1	-1	-1	1	0			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP2-Control2	-4	-2	1	0			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP2-Control3	1	1	1	0			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP3-Control1	-1	-2	0	0			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP3-Control2	-4	-3	0	0			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP3-Control3	0	0	0	0			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP4-Control1	2	-1	1	0			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP4-Control2	-1	-3	1	0			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP4-Control3	4	1	1	0			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP5-Control1	-2	-2	0	0			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP5-Control2	-5	-4	0	0			
Cucurbita_pepo	Settat	2019	 114.80 	21.26	7.76	14.51	51.2	FAP5-Control3	-1	-1	0	0			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP1-Control1	-4	-4	0	-1			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP1-Control2	3	-1	1	0			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP1-Control3	4	0	1	0			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP2-Control1	0	-2	0	0			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP2-Control2	6	1	1	1			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP2-Control3	8	3	1	1			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP3-Control1	-2	-4	1	-1			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP3-Control2	5	-1	1	0			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP3-Control3	6	1	1	0			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP4-Control1	-3	-4	0	0			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP4-Control2	3	-1	0	0			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP4-Control3	5	1	0	0			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP5-Control1	9	1	2	0			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP5-Control2	16	4	2	1			
solanum_melongena	Settat	2018	 93.54 	34.08	16.34	25.21	0.8	FAP5-Control3	17	6	2	1			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP1-Control1	21	1	5	0			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP1-Control2	21	1	5	0			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP1-Control3	21	1	5	0			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP2-Control1	103	0	8	0			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP2-Control2	103	0	8	0			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP2-Control3	103	0	8	0			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP3-Control1	16	0	3	0			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP3-Control2	16	0	3	0			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP3-Control3	16	0	3	0			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP4-Control1	150	1	11	1			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP4-Control2	150	1	11	1			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP4-Control3	150	1	11	1			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP5-Control1	37	0	4	0			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP5-Control2	37	0	4	0			
solanum_melongena	Settat	2019	 108.33 	28.24	12.4	20.32	20.6	FAP5-Control3	37	0	4	0			
