Date	Treatment	Species	Flowers	Bees	Hour	Bout	Flowers_visited	Total_time	Time_seconds	Flower	Time_flower
10.00	BSS	Borago	Small	Small	11:30	10	18	0:02:07	127.00	5	3.5
10.00	BSS	Borago	Small	Small	11:30	10	18	0:02:07	127.00	6	1.1
10.00	BSL	Borago	Small	Large	12:20	7	20	0:01:40	100.00	1	2.2
10.00	BSL	Borago	Small	Large	12:20	7	20	0:01:40	100.00	2	2.2
10.00	BSL	Borago	Small	Large	12:20	7	20	0:01:40	100.00	3	9.9
10.00	BSL	Borago	Small	Large	12:20	7	20	0:01:40	100.00	4	2.4
10.00	ESL	Echium	Small	Large	14:00	12	60	2:54:00	174.00	NA	NA
10.00	ESL	Echium	Small	Large	14:00	13	6	0:00:26	26.00	1	0.81
10.00	BSL	Borago	Small	Large	16:00	8	19	0:01:37	97.00	1	26.3
10.00	BSL	Borago	Small	Large	16:00	8	19	0:01:37	97.00	2	2.9
10.00	BSL	Borago	Small	Large	16:00	8	19	0:01:37	97.00	3	3
10.00	BSL	Borago	Small	Large	16:00	8	19	0:01:37	97.00	4	5.1
10.00	BSL	Borago	Small	Large	16:00	8	19	0:01:37	97.00	5	1.3
10.00	BSL	Borago	Small	Large	16:00	8	19	0:01:37	97.00	6	1.7
10.00	BSL	Borago	Small	Large	16:00	8	19	0:01:37	97.00	7	11.8
10.00	BSL	Borago	Small	Large	16:00	9	8	0:00:28	28.00	NA	NA
10.00	ESS	Echium	Small	Small	16:20	7	18	0:02:43	163	1	11.8
10.00	ESS	Echium	Small	Small	16:20	7	18	0:02:43	163	2	4.4
10.00	ESS	Echium	Small	Small	16:20	7	18	0:02:43	163	3	6.9
10.00	ESS	Echium	Small	Small	16:20	7	18	0:02:43	163	4	1.8
10.00	ESS	Echium	Small	Small	16:20	7	18	0:02:43	163	5	6.2
10.00	ESS	Echium	Small	Small	16:20	7	18	0:02:43	163	6	2.4
10.00	ESS	Echium	Small	Small	16:20	7	18	0:02:43	163	7	2
10.00	ESS	Echium	Small	Small	16:20	7	18	0:02:43	163	8	9.3
10.00	ESS	Echium	Small	Small	16:20	7	18	0:02:43	163	9	3.3
10.00	ESS	Echium	Small	Small	16:20	7	18	0:02:43	163	10	12.3
10.00	ESS	Echium	Small	Small	16:20	7	18	0:02:43	163	11	7
10.00	ESS	Echium	Small	Small	16:20	8	10	0:01:29	89	1	11.6
10.00	ESS	Echium	Small	Small	16:20	8	10	0:01:29	89	2	6.4
10.00	ESS	Echium	Small	Small	16:20	8	10	0:01:29	89	3	6.15
10.00	BSS	Borago	Small	Small	16:30	11	26	0:02:43	163.00	1	3.2
10.00	BSS	Borago	Small	Small	16:30	11	26	0:02:43	163.00	2	3.3
10.00	BSS	Borago	Small	Small	16:30	11	26	0:02:43	163.00	3	4
11.00	BSL	Borago	Small	Large	11:30	10	4	0:00:19	19.00	NA	NA
11.00	ESS	Echium	Small	Small	12:00	9	2	0:00:14	14	1	4
11.00	ESS	Echium	Small	Small	12:00	9	2	0:00:14	14	2	6
11.00	ESS	Echium	Small	Small	12:00	10	7	0:00:45	45	1	3.7
11.00	ESS	Echium	Small	Small	12:00	10	7	0:00:45	45	2	5.7
11.00	ESS	Echium	Small	Small	12:00	10	7	0:00:45	45	3	4
11.00	ESS	Echium	Small	Small	12:00	10	7	0:00:45	45	4	2.3
11.00	ESS	Echium	Small	Small	12:00	11	5	0:00:25	25	1	1
11.00	ESS	Echium	Small	Small	12:00	11	5	0:00:25	25	2	2
11.00	BSS	Borago	Small	Small	12:00	12	18	0:02:44	164.00	1	7.4
11.00	BSS	Borago	Small	Small	12:00	12	18	0:02:44	164.00	2	4.2
11.00	BSS	Borago	Small	Small	12:00	12	18	0:02:44	164.00	3	9.4
11.00	BSS	Borago	Small	Small	12:00	12	18	0:02:44	164.00	4	6.2
11.00	BSS	Borago	Small	Small	12:00	12	18	0:02:44	164.00	5	5.2
11.00	ESS	Echium	Small	Small	12:00	12	15	0:01:50	110	1	3.9
11.00	ESS	Echium	Small	Small	12:00	12	15	0:01:50	110	2	3.1
11.00	ESS	Echium	Small	Small	12:00	12	15	0:01:50	110	3	4.1
11.00	ESS	Echium	Small	Small	12:00	12	15	0:01:50	110	4	1.9
11.00	ESS	Echium	Small	Small	12:00	12	15	0:01:50	110	5	3.6
11.00	ESS	Echium	Small	Small	12:00	12	15	0:01:50	110	6	0.9
11.00	ESS	Echium	Small	Small	12:00	13	7	0:00:50	50	1	1.2
11.00	ESS	Echium	Small	Small	12:00	13	7	0:00:50	50	2	2.2
11.00	ESS	Echium	Small	Small	12:00	13	7	0:00:50	50	3	4.4
11.00	ESS	Echium	Small	Small	12:00	14	10	0:01:11	71	1	1.2
11.00	ESS	Echium	Small	Small	12:00	14	10	0:01:11	71	2	3.2
11.00	ESS	Echium	Small	Small	12:00	14	10	0:01:11	71	3	2.4
11.00	ESS	Echium	Small	Small	12:00	14	10	0:01:11	71	4	1.1
11.00	ESS	Echium	Small	Small	12:00	14	10	0:01:11	71	5	4.3
11.00	ESS	Echium	Small	Small	12:00	14	10	0:01:11	71	6	1.3
11.00	ESS	Echium	Small	Small	12:00	14	10	0:01:11	71	7	4.4
11.00	ESS	Echium	Small	Small	12:00	14	10	0:01:11	71	8	4.5
11.00	ESS	Echium	Small	Small	12:30	18	11	0:01:10	70	1	3
11.00	ESS	Echium	Small	Small	12:30	18	11	0:01:10	70	2	3.7
11.00	ESS	Echium	Small	Small	12:30	18	11	0:01:10	70	3	3.7
11.00	ESS	Echium	Small	Small	12:30	19	5	0:00:30	30	1	4
11.00	ESS	Echium	Small	Small	12:30	19	5	0:00:30	30	2	2
11.00	ESS	Echium	Small	Small	12:30	19	5	0:00:30	30	3	4
11.00	ESS	Echium	Small	Small	12:30	20	19	0:02:45	165	1	10
11.00	ESS	Echium	Small	Small	12:30	20	19	0:02:45	165	2	12
11.00	ESS	Echium	Small	Small	12:30	20	19	0:02:45	165	3	5.6
11.00	ESS	Echium	Small	Small	12:30	20	19	0:02:45	165	4	4.8
11.00	ESL	Echium	Small	Large	13:00	7	20	0:01:20	80.00	1	4.9
11.00	ESL	Echium	Small	Large	13:00	7	20	0:01:20	80.00	2	1.38
11.00	ESL	Echium	Small	Large	13:00	7	20	0:01:20	80.00	3	1.07
11.00	ESL	Echium	Small	Large	13:00	7	20	0:01:20	80.00	4	1.15
11.00	ESL	Echium	Small	Large	13:00	7	20	0:01:20	80.00	5	5.13
11.00	ESL	Echium	Small	Large	13:00	8	5	0:01:10	70.00	1	1.79
11.00	ESL	Echium	Small	Large	13:00	8	5	0:01:10	70.00	2	1.01
11.00	ESL	Echium	Small	Large	13:00	8	5	0:01:10	70.00	3	1.3
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	1	3.06
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	2	4.97
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	3	3.98
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	4	2.91
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	5	2.77
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	6	4.7
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	7	21.42
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	8	0.74
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	9	2.65
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	10	0.89
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	11	0.28
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	12	0.33
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	13	1.44
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	14	1.13
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	15	1.29
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	16	2.05
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	17	2.37
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	18	14.24
9.00	ESL	Echium	Small	Large	15	1	20	0:04:12	252.00	19	1.32
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	1	4.57
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	2	3.96
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	3	0.94
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	4	0.98
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	5	3.96
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	6	9
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	7	1.11
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	8	2.32
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	9	1.24
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	10	2.06
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	11	4.95
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	12	0.71
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	13	1.9
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	14	5.19
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	15	2.82
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	16	2.53
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	17	1.99
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	18	2.45
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	19	0.69
9.00	ESL	Echium	Small	Large	15	2	20	0:02:21	141.00	20	2.19
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	1	1
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	2	3.7
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	3	1
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	4	16.3
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	5	1.4
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	6	5.2
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	7	3.1
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	8	4
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	9	1.5
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	10	1.1
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	11	1.5
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	12	0.5
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	13	2.7
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	14	1
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	15	3.6
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	16	4.8
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	17	4.2
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	18	9
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	19	4.4
9.00	BSL	Borago	Small	Large	15:30	32	20	0:03:06	186.00	20	4.8
9.00	BSL	Borago	Small	Large	15:30	33	9	0:01:33	93.00	1	3.2
9.00	BSL	Borago	Small	Large	15:30	33	9	0:01:33	93.00	2	3.6
9.00	BSL	Borago	Small	Large	15:30	33	9	0:01:33	93.00	3	4.1
9.00	BSL	Borago	Small	Large	15:30	33	9	0:01:33	93.00	4	1.4
9.00	BSL	Borago	Small	Large	15:30	33	9	0:01:33	93.00	5	6.8
9.00	BSL	Borago	Small	Large	15:30	33	9	0:01:33	93.00	6	2.6
9.00	BSL	Borago	Small	Large	15:30	33	9	0:01:33	93.00	7	2.2
9.00	BSL	Borago	Small	Large	15:30	33	9	0:01:33	93.00	8	7.9
9.00	BSL	Borago	Small	Large	15:30	33	9	0:01:33	93.00	9	24
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	1	6
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	2	2
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	3	0.5
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	4	4.2
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	5	2.5
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	6	3.6
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	7	2.2
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	8	3.1
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	9	5.3
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	10	3.3
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	11	3
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	12	3.9
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	13	5.8
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	14	4.4
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	15	2.3
9.00	BSL	Borago	Small	Large	15:30	34	16	0:02:47	167.00	16	1.7
9.00	BSL	Borago	Small	Large	15:30	35	13	0:00:55	55.00	1	2.2
9.00	BSL	Borago	Small	Large	15:30	35	13	0:00:55	55.00	2	1.9
9.00	BSL	Borago	Small	Large	15:30	35	13	0:00:55	55.00	3	1
9.00	BSL	Borago	Small	Large	15:30	35	13	0:00:55	55.00	4	1.6
9.00	BSL	Borago	Small	Large	15:30	35	13	0:00:55	55.00	5	1
9.00	BSL	Borago	Small	Large	15:30	35	13	0:00:55	55.00	6	1.3
9.00	BSL	Borago	Small	Large	15:30	35	13	0:00:55	55.00	7	1.2
9.00	BSL	Borago	Small	Large	15:30	35	13	0:00:55	55.00	8	2.2
9.00	BSL	Borago	Small	Large	15:30	35	13	0:00:55	55.00	9	1.5
9.00	BSL	Borago	Small	Large	15:30	35	13	0:00:55	55.00	10	1.2
9.00	BSL	Borago	Small	Large	15:30	35	13	0:00:55	55.00	11	1.1
9.00	BSL	Borago	Small	Large	15:30	35	13	0:00:55	55.00	12	1
9.00	BSL	Borago	Small	Large	15:30	35	13	0:00:55	55.00	13	1.5
9.00	ESS	Echium	Small	Small	15:30	21	10	0:01:18	78	1	3
9.00	ESS	Echium	Small	Small	15:30	21	10	0:01:18	78	2	2
9.00	ESS	Echium	Small	Small	15:30	21	10	0:01:18	78	3	7.5
9.00	ESS	Echium	Small	Small	15:30	21	10	0:01:18	78	4	8.5
9.00	ESS	Echium	Small	Small	15:30	21	10	0:01:18	78	5	4.2
9.00	ESS	Echium	Small	Small	15:30	21	10	0:01:18	78	6	3.5
9.00	ESS	Echium	Small	Small	15:30	21	10	0:01:18	78	7	1.9
9.00	ESS	Echium	Small	Small	15:30	21	10	0:01:18	78	8	2.2
9.00	ESS	Echium	Small	Small	15:30	21	10	0:01:18	78	9	2.9
11.00	ESS	Echium	Small	Small	14:00	22	50	0:06:19	379	1	3
11.00	ESS	Echium	Small	Small	14:00	22	50	0:06:19	379	2	10
11.00	ESS	Echium	Small	Small	14:00	22	50	0:06:19	379	3	3
11.00	ESS	Echium	Small	Small	14:00	22	50	0:06:19	379	4	12
11.00	ESS	Echium	Small	Small	14:00	22	50	0:06:19	379	5	6
11.00	ESS	Echium	Small	Small	14:00	22	50	0:06:19	379	6	3
11.00	ESS	Echium	Small	Small	14:00	22	50	0:06:19	379	7	5
11.00	ESS	Echium	Small	Small	14:00	22	50	0:06:19	379	8	9
11.00	ESS	Echium	Small	Small	14:00	22	50	0:06:19	379	9	6
11.00	ESS	Echium	Small	Small	14:00	22	50	0:06:19	379	10	4
11.00	ESS	Echium	Small	Small	14:00	22	50	0:06:19	379	11	4
11.00	ESS	Echium	Small	Small	14:00	23	53	0:07:10	430	1	6
11.00	ESS	Echium	Small	Small	14:00	23	53	0:07:10	430	2	5
11.00	ESS	Echium	Small	Small	14:00	23	53	0:07:10	430	3	4
11.00	ESS	Echium	Small	Small	14:00	23	53	0:07:10	430	4	4
11.00	ESS	Echium	Small	Small	14:00	23	53	0:07:10	430	5	6
11.00	ESS	Echium	Small	Small	14:00	23	53	0:07:10	430	6	7
10.00	BSL	Borago	Small	Large	16:10	11	21	0:01:46	106.00	NA	3
10.00	BSL	Borago	Small	Large	16:10	12	32	0:03:11	191.00	NA	3
11.00	BSL	Borago	Small	Large	11:10	13	8	0:00:58	58.00	NA	NA
11.00	BSL	Borago	Small	Large	11:10	14	18	0:02:17	137.00	NA	4
11.00	BSL	Borago	Small	Large	11:10	15	8	0:00:26	26.00	NA	2
11.00	BSS	Borago	Small	Small	11:10	13	7	0:00:37	37.00	1	8
11.00	BSS	Borago	Small	Small	11:10	13	7	0:00:37	37.00	2	3
11.00	BSS	Borago	Small	Small	11:10	13	7	0:00:37	37.00	3	1
11.00	BSS	Borago	Small	Small	11:10	13	7	0:00:37	37.00	4	7
11.00	BSS	Borago	Small	Small	11:10	13	7	0:00:37	37.00	5	7
11.00	BSS	Borago	Small	Small	11:10	13	7	0:00:37	37.00	6	3
11.00	BSS	Borago	Small	Small	11:10	14	8	0:01:00	60.00	NA	4
11.00	BSS	Borago	Small	Small	11:10	15	8	0:01:35	95.00	1	10
11.00	BSS	Borago	Small	Small	11:10	15	8	0:01:35	95.00	2	9
11.00	BSS	Borago	Small	Small	11:10	15	8	0:01:35	95.00	3	5
11.00	BSS	Borago	Small	Small	11:10	15	8	0:01:35	95.00	4	15
11.00	BSS	Borago	Small	Small	11:10	16	6	0:00:32	32.00	1	5
11.00	BSS	Borago	Small	Small	11:10	16	6	0:00:32	32.00	2	9
11.00	BSS	Borago	Small	Small	11:10	16	6	0:00:32	32.00	3	10
11.00	BSL	Borago	Small	Large	11:10	16	9	0:00:42	42.00	NA	3
11.00	BSL	Borago	Small	Large	11:10	17	22	0:02:14	134.00	NA	2
11.00	BSL	Borago	Small	Large	11:10	18	16	0:01:26	86.00	NA	2
11.00	BSL	Borago	Small	Large	11:10	19	18	0:01:34	94.00	NA	3
11.00	BSL	Borago	Small	Large	11:10	20	4	0:00:23	23.00	NA	2
11.00	ESL	Echium	Small	Large	11:00	9	3	0:00:26	26.00	NA	2
11.00	ESL	Echium	Small	Large	11:00	10	5	0:00:39	39.00	NA	1
11.00	ESL	Echium	Small	Large	11:00	11	7	0:00:40	40.00	NA	2
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	1	3.21
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	2	2.23
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	3	6.00
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	4	1.68
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	5	0.93
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	6	2.00
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	7	1.04
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	8	0.49
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	9	2.16
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	10	2.57
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	11	0.87
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	12	0.73
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	13	0.96
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	14	0.77
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	15	1.54
9.00	ESL	Echium	Small	Large	15:30	18	16	0:01:41	101.00	16	1.42
9.00	ESS	Echium	Small	Small	15:30	24	10	0:02:27	147	1	2.5
9.00	ESS	Echium	Small	Small	15:30	24	10	0:02:27	147	2	0.3
9.00	ESS	Echium	Small	Small	15:30	24	10	0:02:27	147	3	13
9.00	ESS	Echium	Small	Small	15:30	24	10	0:02:27	147	4	5.6
9.00	ESS	Echium	Small	Small	15:30	24	10	0:02:27	147	5	6.7
9.00	ESS	Echium	Small	Small	15:30	24	10	0:02:27	147	6	3.3
9.00	ESS	Echium	Small	Small	15:30	24	10	0:02:27	147	7	3.5
9.00	ESS	Echium	Small	Small	15:30	24	10	0:02:27	147	8	3.9
9.00	ESS	Echium	Small	Small	15:30	24	10	0:02:27	147	9	4.6
9.00	ESS	Echium	Small	Small	15:30	24	10	0:02:27	147	10	34.7
9.00	ESS	Echium	Small	Small	15:30	25	2	0:00:22	22	1	8.4
9.00	ESS	Echium	Small	Small	15:30	25	2	0:00:22	22	2	4.8
11.00	BSS	Borago	Small	Small	10:20	17	15	0:02:23	143.00	1	1.76
11.00	BSS	Borago	Small	Small	10:20	17	15	0:02:23	143.00	2	6.94
11.00	ESL	Echium	Small	Large	14:30	3	16	0:01:03	63.00	1	5.74
11.00	ESL	Echium	Small	Large	14:30	3	16	0:01:03	63.00	2	7.69
11.00	ESL	Echium	Small	Large	14:30	3	16	0:01:03	63.00	3	1.87
11.00	ESL	Echium	Small	Large	14:30	4	5	0:00:40	40.00	1	16.25
11.00	ESL	Echium	Small	Large	14:30	4	5	0:00:40	40.00	2	1.77
11.00	ESL	Echium	Small	Large	14:30	5	5	0:00:26	26.00	1	1.05
11.00	ESL	Echium	Small	Large	14:30	5	5	0:00:26	26.00	2	0.82
11.00	ESL	Echium	Small	Large	14:30	5	5	0:00:26	26.00	3	2.98
11.00	ESL	Echium	Small	Large	14:45	6	26	0:01:08	68.00	1	1.47
11.00	ESL	Echium	Small	Large	14:45	6	26	0:01:08	68.00	2	0.33
11.00	ESL	Echium	Small	Large	14:45	6	26	0:01:08	68.00	3	0.85
11.00	ESL	Echium	Small	Large	14:45	6	26	0:01:08	68.00	4	1.12
11.00	ESL	Echium	Small	Large	14:45	6	26	0:01:08	68.00	5	1.43
11.00	ESL	Echium	Small	Large	14:45	6	26	0:01:08	68.00	6	2.91
11.00	ESS	Echium	Small	Small	15:00	15	6	0:01:04	64	NA	NA
11.00	ESS	Echium	Small	Small	15:00	16	10	0:01:25	85	1	8.5
11.00	ESS	Echium	Small	Small	15:00	16	10	0:01:25	85	2	3.9
11.00	ESS	Echium	Small	Small	15:00	16	10	0:01:25	85	3	1.9
11.00	ESS	Echium	Small	Small	15:00	16	10	0:01:25	85	4	2
11.00	ESS	Echium	Small	Small	15:00	16	10	0:01:25	85	5	4.7
11.00	ESS	Echium	Small	Small	15:00	16	10	0:01:25	85	6	3.7
11.00	ESS	Echium	Small	Small	15:00	17	4	0:00:33	33	1	4.3
11.00	ESS	Echium	Small	Small	15:00	17	4	0:00:33	33	2	5
11.00	ESS	Echium	Small	Small	15:00	17	4	0:00:33	33	3	6.2
11.00	BSS	Borago	Small	Small	15:15	18	14	0:01:56	116.00	NA	3
11.00	BSS	Borago	Small	Small	15:15	19	8	0:01:01	61.00	1	4.9
11.00	BSS	Borago	Small	Small	15:15	19	8	0:01:01	61.00	2	4.2
11.00	BSS	Borago	Small	Small	15:15	19	8	0:01:01	61.00	3	0.7
11.00	BSS	Borago	Small	Small	15:15	19	8	0:01:01	61.00	4	0.7
11.00	BSS	Borago	Small	Small	15:15	19	8	0:01:01	61.00	5	0.9
11.00	BSS	Borago	Small	Small	15:20	20	9	0:01:06	66.00	1	7.9
11.00	BSS	Borago	Small	Small	15:20	20	9	0:01:06	66.00	2	6.7
11.00	BSS	Borago	Small	Small	15:20	20	9	0:01:06	66.00	3	4.1
11.00	BSS	Borago	Small	Small	15:20	21	31	0:03:32	212.00	NA	4.5
12.00	BSS	Borago	Small	Small	10:30	22	16	0:01:45	105.00	1	3
12.00	BSS	Borago	Small	Small	10:30	22	16	0:01:45	105.00	2	3
12.00	BSS	Borago	Small	Small	10:30	22	16	0:01:45	105.00	3	4
12.00	BSS	Borago	Small	Small	10:30	22	16	0:01:45	105.00	4	1
12.00	BSL	Borago	Small	Large	11:00	21	8	0:00:40	40.00	1	1.4
12.00	BSL	Borago	Small	Large	11:00	21	8	0:00:40	40.00	2	3.5
12.00	BSL	Borago	Small	Large	11:00	21	8	0:00:40	40.00	3	4.5
12.00	BSL	Borago	Small	Large	11:00	21	8	0:00:40	40.00	4	1.9
12.00	BSL	Borago	Small	Large	11:00	22	10	0:01:36	96.00	1	2
12.00	BSL	Borago	Small	Large	11:00	22	10	0:01:36	96.00	2	10
12.00	BSL	Borago	Small	Large	11:00	22	10	0:01:36	96.00	3	4
12.00	BSL	Borago	Small	Large	11:00	22	10	0:01:36	96.00	4	3
12.00	BSL	Borago	Small	Large	11:00	22	10	0:01:36	96.00	5	2
12.00	BSL	Borago	Small	Large	11:00	22	10	0:01:36	96.00	6	5
12.00	BSL	Borago	Small	Large	11:00	22	10	0:01:36	96.00	7	4
12.00	BSL	Borago	Small	Large	11:00	22	10	0:01:36	96.00	8	5
12.00	BSL	Borago	Small	Large	11:00	22	10	0:01:36	96.00	9	40
12.00	BSL	Borago	Small	Large	12:00	23	13	0:01:40	100.00	1	2.1
12.00	BSL	Borago	Small	Large	12:00	23	13	0:01:40	100.00	2	1.9
12.00	BSL	Borago	Small	Large	12:00	23	13	0:01:40	100.00	3	3.2
12.00	BSL	Borago	Small	Large	12:00	23	13	0:01:40	100.00	4	2.3
12.00	BSL	Borago	Small	Large	12:00	23	13	0:01:40	100.00	5	9.3
12.00	BSL	Borago	Small	Large	12:00	23	13	0:01:40	100.00	6	3.3
12.00	BSL	Borago	Small	Large	12:00	23	13	0:01:40	100.00	7	0.5
12.00	BSL	Borago	Small	Large	12:00	23	13	0:01:40	100.00	8	2.7
11.00	ESL	Echium	Small	Large	12:40	19	18	0:00:54	54.00	1	1.39
11.00	ESL	Echium	Small	Large	12:40	19	18	0:00:54	54.00	2	1.74
11.00	ESL	Echium	Small	Large	12:40	19	18	0:00:54	54.00	3	1.29
11.00	ESL	Echium	Small	Large	12:40	19	18	0:00:54	54.00	4	0.52
11.00	ESL	Echium	Small	Large	12:40	19	18	0:00:54	54.00	5	2.34
11.00	ESL	Echium	Small	Large	12:40	19	18	0:00:54	54.00	6	1.17
12.00	BSL	Borago	Small	Large	13:30	24	3	0:00:20	20.00	1	10
12.00	BSL	Borago	Small	Large	13:30	24	3	0:00:20	20.00	2	1
12.00	BSL	Borago	Small	Large	13:30	24	3	0:00:20	20.00	3	0.5
12.00	BSL	Borago	Small	Large	13:30	25	14	0:01:43	103.00	1	4.6
12.00	BSL	Borago	Small	Large	13:30	25	14	0:01:43	103.00	2	6.9
12.00	BSL	Borago	Small	Large	13:30	25	14	0:01:43	103.00	3	1.1
12.00	BSL	Borago	Small	Large	13:30	25	14	0:01:43	103.00	4	3
12.00	BSL	Borago	Small	Large	13:30	26	3	0:00:39	39.00	NA	5.7
12.00	ESL	Echium	Small	Large	14:15	20	23	0:04:30	270.00	1	4.79
12.00	ESL	Echium	Small	Large	14:15	20	23	0:04:30	270.00	2	1.68
12.00	ESL	Echium	Small	Large	14:15	20	23	0:04:30	270.00	3	2.00
12.00	ESL	Echium	Small	Large	14:15	20	23	0:04:30	270.00	4	1.26
12.00	ESL	Echium	Small	Large	14:15	20	23	0:04:30	270.00	5	5.00
12.00	ESL	Echium	Small	Large	14:15	20	23	0:04:30	270.00	6	7.00
12.00	ESL	Echium	Small	Large	14:15	20	23	0:04:30	270.00	7	5.05
